# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = coinbias_model
# start_datetime = 2023-01-12 09:02:32 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\coinbias\coinbias.data.R
# init = 2 (Default)
# random
#   seed = 2892038987 (Default)
# output
#   file = examples\coinbias\coinbiasvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,bias
0,-4.75065,-0.00424789,0.424542
0,-4.84503,-0.0935784,0.479638
0,-5.1883,-0.331718,0.289636
0,-4.75189,-0.000286607,0.406104
0,-4.76749,-0.0228739,0.444097
0,-5.41656,-0.521488,0.262625
0,-4.88965,-0.0954555,0.342944
0,-4.79232,-0.0245999,0.375309
0,-4.94613,-0.13864,0.329857
0,-5.46384,-0.608469,0.588327
0,-4.83974,-0.0889341,0.477863
0,-5.84085,-0.889061,0.225036
0,-4.75966,-0.00383367,0.396109
0,-6.33829,-1.34099,0.19224
0,-4.88727,-0.130184,0.492323
0,-4.88803,-0.0942328,0.343357
0,-5.47936,-0.621171,0.59014
0,-5.15114,-0.35147,0.545848
0,-4.84311,-0.0607858,0.356067
0,-4.88367,-0.12709,0.491325
0,-5.39704,-0.553744,0.580261
0,-5.13393,-0.337232,0.543065
0,-4.97919,-0.164331,0.323139
0,-7.11803,-2.09075,0.154225
0,-4.77689,-0.0320043,0.450421
0,-4.78451,-0.0193223,0.379185
0,-4.86863,-0.0796752,0.348528
0,-5.02458,-0.2463,0.523631
0,-5.5914,-0.670802,0.245644
0,-4.81326,-0.0392199,0.366419
0,-4.74939,-0.000242372,0.413373
0,-4.75129,-0.00516484,0.426055
0,-4.81566,-0.0676118,0.469056
0,-4.82818,-0.0787472,0.473803
0,-4.82894,-0.0504628,0.360726
0,-5.05578,-0.272342,0.529529
0,-7.65606,-2.63628,0.13398
0,-4.77373,-0.0122688,0.385353
0,-4.97325,-0.203237,0.513132
0,-6.75461,-1.67019,0.696547
0,-4.79757,-0.0512738,0.461328
0,-4.82792,-0.0785169,0.473709
0,-5.10649,-0.265366,0.301344
0,-6.22446,-1.23569,0.198991
0,-4.87976,-0.123723,0.490227
0,-5.11293,-0.27055,0.30037
0,-5.69865,-0.800585,0.613762
0,-4.97793,-0.207174,0.514136
0,-4.81837,-0.0700347,0.47012
0,-5.16117,-0.359758,0.547441
0,-5.09276,-0.303093,0.536131
0,-5.99949,-1.03085,0.213572
0,-5.09709,-0.257802,0.302786
0,-6.10951,-1.1372,0.650652
0,-4.9504,-0.183959,0.508067
0,-6.35801,-1.35934,0.191108
0,-5.37734,-0.488443,0.266811
0,-5.0303,-0.204528,0.31373
0,-5.06135,-0.229194,0.308479
0,-8.12312,-3.12816,0.119168
0,-5.04937,-0.219658,0.310468
0,-5.17017,-0.316931,0.292113
0,-6.61329,-1.55281,0.687432
0,-4.84311,-0.0607828,0.356068
0,-4.97053,-0.157571,0.324845
0,-5.206,-0.346203,0.287274
0,-6.27225,-1.27101,0.663365
0,-5.75553,-0.847122,0.619368
0,-4.7987,-0.0289936,0.372401
0,-4.75869,-0.0138369,0.436437
0,-5.69107,-0.757302,0.236974
0,-4.82835,-0.0788946,0.473864
0,-4.75176,-0.000248781,0.406362
0,-5.28141,-0.40836,0.27778
0,-4.86196,-0.0747055,0.350409
0,-5.93516,-0.973077,0.218089
0,-4.76965,-0.025,0.445667
0,-4.80834,-0.0357323,0.368356
0,-4.96394,-0.152444,0.326168
0,-4.79816,-0.028622,0.372638
0,-6.13735,-1.15586,0.204429
0,-4.84587,-0.0628109,0.355203
0,-5.54493,-0.630807,0.249918
0,-4.85269,-0.100264,0.482117
0,-5.09631,-0.25718,0.302906
0,-4.86452,-0.0766065,0.349681
0,-6.06355,-1.09946,0.646892
0,-4.88278,-0.126324,0.491077
0,-4.76855,-0.0239161,0.444876
0,-6.5413,-1.49316,0.682608
0,-4.80114,-0.0545234,0.462952
0,-5.73255,-0.828317,0.617125
0,-5.06755,-0.28214,0.531672
0,-5.15749,-0.356723,0.54686
0,-6.01844,-1.04793,0.212273
0,-4.94661,-0.180752,0.507199
0,-4.9131,-0.15229,0.499128
0,-4.8062,-0.0342301,0.36922
0,-4.92957,-0.125874,0.333457
0,-5.20882,-0.399093,0.554749
0,-5.01217,-0.190207,0.316949
0,-4.91312,-0.152312,0.499135
0,-5.74488,-0.838402,0.618332
0,-5.4068,-0.56174,0.581466
0,-4.99132,-0.218432,0.516955
0,-5.0332,-0.2535,0.525292
0,-7.97451,-2.96981,0.123641
0,-4.88585,-0.0925941,0.343917
0,-4.95933,-0.148864,0.327106
0,-4.86465,-0.0767045,0.349644
0,-5.16211,-0.310371,0.293234
0,-4.86761,-0.113229,0.486703
0,-4.75097,-6.89468e-005,0.408029
0,-4.74944,-0.000206227,0.413102
0,-5.44515,-0.59316,0.586113
0,-6.2605,-1.26891,0.196812
0,-4.94872,-0.140638,0.329311
0,-4.78205,-0.0369038,0.453447
0,-4.81469,-0.040237,0.365871
0,-4.98763,-0.215338,0.516188
0,-6.24552,-1.25509,0.197713
0,-5.16212,-0.360548,0.547592
0,-4.76094,-0.0162133,0.438645
0,-4.87966,-0.0879365,0.345536
0,-4.74967,-8.69316e-005,0.411973
0,-6.28418,-1.28084,0.664263
0,-4.76011,-0.00407972,0.395676
0,-7.55129,-2.52827,0.137628
0,-5.16805,-0.315204,0.292407
0,-5.13939,-0.341746,0.543954
0,-6.36577,-1.3481,0.670287
0,-4.96364,-0.152208,0.326229
0,-5.24296,-0.427214,0.559742
0,-7.4032,-2.21442,0.733402
0,-4.92094,-0.119255,0.335403
0,-6.12303,-1.14829,0.651743
0,-4.75883,-0.00338484,0.396936
0,-5.08163,-0.245405,0.305205
0,-4.85628,-0.10339,0.483248
0,-4.76411,-0.01948,0.441434
0,-4.82865,-0.079162,0.473973
0,-4.74938,-0.00024946,0.413424
0,-4.92673,-0.123699,0.33409
0,-5.10607,-0.265029,0.301408
0,-4.75329,-0.000764253,0.403716
0,-4.8789,-0.12298,0.489982
0,-4.82757,-0.0494717,0.361199
0,-4.94791,-0.18185,0.507497
0,-5.46693,-0.564182,0.257467
0,-4.85338,-0.0683451,0.352917
0,-4.7573,-0.00259035,0.39855
0,-4.95837,-0.190694,0.509866
0,-5.66387,-0.733597,0.239277
0,-4.75589,-0.00189704,0.400178
0,-5.99561,-1.02735,0.213839
0,-4.75103,-8.00391e-005,0.407886
0,-4.74934,-0.000286979,0.413681
0,-5.19055,-0.384024,0.551997
0,-5.88222,-0.925812,0.221939
0,-5.45942,-0.557794,0.258222
0,-5.59844,-0.718611,0.603397
0,-5.50639,-0.59781,0.253586
0,-4.7583,-0.00310638,0.397477
0,-5.88237,-0.925945,0.221928
0,-5.85391,-0.927635,0.628644
0,-4.82669,-0.0774254,0.473258
0,-4.98532,-0.213395,0.515703
0,-4.76228,-0.0175995,0.439859
0,-5.68726,-0.753977,0.237294
0,-6.12439,-1.14404,0.205259
0,-4.88912,-0.0950577,0.343078
0,-5.25637,-0.438253,0.561654
0,-5.0516,-0.221428,0.310095
0,-5.10311,-0.311689,0.537913
0,-4.96596,-0.197092,0.511545
0,-5.35637,-0.470849,0.269116
0,-5.25196,-0.383999,0.281386
0,-4.92488,-0.162317,0.502051
0,-5.98799,-1.02049,0.214367
0,-4.91044,-0.111238,0.337842
0,-4.83521,-0.0849553,0.476306
0,-5.11048,-0.317798,0.539165
0,-7.92822,-2.92083,0.125079
0,-4.99835,-0.224331,0.518403
0,-5.07487,-0.239996,0.306282
0,-4.81431,-0.0399631,0.366018
0,-4.91851,-0.156899,0.500483
0,-4.75968,-0.00384235,0.396093
0,-4.86733,-0.112985,0.486619
0,-4.90578,-0.14604,0.497257
0,-5.17466,-0.320586,0.291494
0,-4.75367,-0.00819645,0.430282
0,-5.02338,-0.245292,0.523397
0,-5.38665,-0.545228,0.578966
0,-5.46598,-0.56337,0.257563
0,-4.89917,-0.102664,0.34056
0,-4.75383,-0.000979323,0.402903
0,-4.78755,-0.0420405,0.456413
0,-5.63816,-0.711257,0.241497
0,-4.82146,-0.0727825,0.471305
0,-5.22908,-0.365149,0.284275
0,-4.90701,-0.14709,0.497574
0,-4.80071,-0.0541362,0.462761
0,-6.57202,-1.56056,0.179478
0,-5.36925,-0.481654,0.267694
0,-4.88263,-0.12619,0.491033
0,-5.82666,-0.905328,0.626124
0,-4.7525,-0.000479093,0.404998
0,-5.02224,-0.198153,0.315147
0,-4.96775,-0.198607,0.511938
0,-4.79159,-0.0241036,0.375654
0,-4.84876,-0.0649387,0.354312
0,-5.3067,-0.479622,0.568596
0,-4.76639,-0.0217713,0.443255
0,-4.82698,-0.0490474,0.361403
0,-5.07766,-0.242223,0.305837
0,-4.82529,-0.0478275,0.361995
0,-5.48057,-0.575782,0.256111
0,-4.76012,-0.0153596,0.437871
0,-5.31286,-0.434494,0.27406
0,-4.86144,-0.107874,0.484842
0,-5.36569,-0.478662,0.268086
0,-5.77264,-0.828797,0.230324
0,-4.76942,-0.00955792,0.388205
0,-5.09044,-0.252463,0.303819
0,-4.95227,-0.185537,0.508491
0,-6.53519,-1.52567,0.181399
0,-5.15665,-0.305935,0.294001
0,-5.13996,-0.292389,0.296384
0,-4.82882,-0.0793117,0.474035
0,-5.0341,-0.207538,0.31307
0,-5.81917,-0.869854,0.226692
0,-7.2238,-2.06293,0.723929
0,-5.53142,-0.619221,0.25119
0,-6.25049,-1.25967,0.197413
0,-4.82804,-0.0498095,0.361037
0,-5.40537,-0.512047,0.263803
0,-5.75425,-0.84607,0.619243
0,-5.31679,-0.487914,0.569948
0,-4.77188,-0.0110942,0.386545
0,-5.7349,-0.830241,0.617356
0,-5.72175,-0.784119,0.234429
0,-4.76426,-0.0196298,0.441556
0,-4.74934,-0.000286145,0.413676
0,-4.79436,-0.0260012,0.374354
0,-5.27766,-0.455764,0.564633
0,-4.78793,-0.0423943,0.456611
0,-5.25147,-0.434222,0.560959
0,-7.27953,-2.10991,0.726925
0,-4.81308,-0.065302,0.468024
0,-4.76658,-0.0219594,0.4434
0,-5.16722,-0.314525,0.292522
0,-4.82695,-0.0776609,0.473355
0,-4.75157,-0.00554384,0.426641
0,-4.76985,-0.0251991,0.445811
0,-5.58065,-0.704057,0.601485
0,-4.86676,-0.112494,0.48645
0,-5.04679,-0.264845,0.527862
0,-6.02401,-1.06702,0.643592
0,-4.75154,-0.00551285,0.426594
0,-4.77262,-0.0115637,0.386061
0,-4.97827,-0.207466,0.51421
0,-4.7515,-0.00545018,0.426498
0,-6.15681,-1.17364,0.203192
0,-4.93749,-0.131968,0.331714
0,-5.29953,-0.473737,0.567628
0,-5.49072,-0.630473,0.591455
0,-4.75719,-0.0122092,0.434814
0,-5.03708,-0.256739,0.526032
0,-4.75319,-0.000727902,0.403864
0,-4.96996,-0.157132,0.324958
0,-4.75559,-0.00175696,0.400542
0,-5.34203,-0.508628,0.573271
0,-6.26317,-1.27138,0.196652
0,-4.75102,-7.71303e-005,0.407922
0,-4.7564,-0.0113332,0.433896
0,-5.7,-0.765097,0.236227
0,-5.52459,-0.613369,0.251839
0,-5.18189,-0.326482,0.290505
0,-5.21113,-0.400993,0.555092
0,-4.78254,-0.0180083,0.380233
0,-5.13309,-0.336531,0.542926
0,-5.17325,-0.36974,0.549334
0,-5.03768,-0.210377,0.312453
0,-4.74914,-0.00114912,0.417491
0,-5.10445,-0.263718,0.301656
0,-5.06507,-0.280072,0.531223
0,-4.88472,-0.0917402,0.34421
0,-5.37537,-0.486792,0.267025
0,-7.2307,-2.06875,0.724303
0,-7.69068,-2.45882,0.747612
0,-6.10441,-1.13301,0.650239
0,-6.7731,-1.68558,0.697708
0,-5.33612,-0.453899,0.271389
0,-5.41514,-0.568576,0.582489
0,-5.66725,-0.774897,0.610584
0,-5.38836,-0.546628,0.57918
0,-5.24901,-0.432192,0.560607
0,-6.6624,-1.59356,0.690651
0,-5.5619,-0.68872,0.599446
0,-4.79738,-0.0280782,0.372987
0,-5.31283,-0.434472,0.274063
0,-6.52977,-1.48361,0.681824
0,-4.74981,-4.48375e-005,0.411385
0,-5.28066,-0.407743,0.27787
0,-4.77876,-0.0155153,0.382335
0,-4.83048,-0.0515805,0.360199
0,-4.7728,-0.0116797,0.385943
0,-6.06766,-1.10284,0.647232
0,-5.40459,-0.511391,0.263885
0,-4.81404,-0.0661613,0.46841
0,-4.86896,-0.0799201,0.348437
0,-4.95824,-0.148021,0.327329
0,-5.60555,-0.683021,0.244373
0,-6.73405,-1.65309,0.695249
0,-5.67765,-0.7456,0.238104
0,-4.83671,-0.086278,0.476828
0,-5.04757,-0.218226,0.310771
0,-5.13871,-0.341184,0.543844
0,-5.08516,-0.248229,0.304647
0,-4.77217,-0.0274635,0.447406
0,-5.36468,-0.527215,0.57619
0,-5.24173,-0.375565,0.282667
0,-4.96247,-0.151303,0.326465
0,-4.76761,-0.00844614,0.389494
0,-6.8677,-1.76442,0.703531
