# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf_model
# start_datetime = 2023-07-05 10:27:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf.data.r
# init = 2 (Default)
# random
#   seed = 750877595 (Default)
# output
#   file = examples\cf\cf2k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mean
-254.658,0.772422,0.0131195,6,119,0,257.409,6.79163,0.019184,2.11087,2.24116
-251.875,0.967821,0.0131195,2,7,0,254.027,6.85603,-0.029468,2.02021,1.81818
-252.191,0.857646,0.0131195,8,255,0,252.707,6.06154,0.120473,0.957171,1.68742
-251.784,0.590339,0.0131195,3,11,0,255.561,6.02408,0.154702,0.824445,1.75638
-254.425,0.734727,0.0131195,7,255,0,255.586,7.6797,0.394134,-1.5077,1.51913
-252.621,0.89143,0.0131195,7,127,0,254.527,7.679,0.640719,-3.20021,1.71987
-252.648,0.517518,0.0131195,8,511,0,254.944,1.59387,5.43819,-6.67992,1.98783
-252.375,0.999782,0.0131195,8,255,0,253.308,3.32475,2.71216,-7.0522,1.96504
-251.249,0.918805,0.0131195,8,255,0,253.763,0.734436,3.80144,-1.00461,1.78731
-253.776,0.897647,0.0131195,7,255,0,255.843,2.09769,4.49791,-7.30549,2.12974
-251.6,0.999337,0.0131195,8,279,0,254.07,2.99897,-0.601031,3.53418,1.7317
-252.369,0.937082,0.0131195,6,95,0,253.659,2.40876,-0.152988,2.48984,2.12133
-252.901,0.985799,0.0131195,2,3,0,252.92,2.40404,-0.14159,2.50901,2.16863
-253.341,0.980238,0.0131195,6,127,0,255.588,2.36184,-0.824124,3.48213,1.53568
-253.448,0.998642,0.0131195,3,15,0,254.006,2.48908,-0.630893,3.76827,2.19793
-252.949,0.996216,0.0131195,7,143,0,254.714,2.17821,0.194155,1.12397,1.54688
-253.123,0.994205,0.0131195,3,7,0,253.71,2.22376,0.315333,1.49257,2.1938
-252.671,0.997584,0.0131195,4,31,0,254.189,1.83451,0.12247,1.34345,1.56813
-252.324,0.997093,0.0131195,2,3,0,252.868,1.82451,0.135218,1.35227,1.59897
-251.23,1,0.0131195,2,3,0,252.359,1.81937,0.189396,1.39459,1.73918
-252.197,0.960106,0.0131195,6,127,0,254.313,1.25398,2.54695,-1.08408,2.10973
-251.5,0.99709,0.0131195,3,7,0,252.45,1.15321,2.46117,-1.13433,1.70391
-251.32,0.981036,0.0131195,3,7,0,252.246,1.26697,2.48887,-1.16077,1.99256
-251.147,0.93795,0.0131195,7,223,0,255.213,1.11764,1.41218,0.169656,1.74796
-251.559,0.98366,0.0131195,7,191,0,254.219,3.17613,-1.00168,5.01086,1.82938
-250.949,0.999234,0.0131195,8,255,0,251.846,0.181466,-1.19518,2.1133,1.89641
-251.38,0.990835,0.0131195,8,279,0,252.062,-0.998344,-1.67556,0.348539,2.02133
-252.492,0.979816,0.0131195,6,111,0,253.41,-1.38732,-3.42362,-2.633,2.11666
-254.486,0.833654,0.0131195,2,3,0,255.107,-1.20528,-3.44532,-2.69202,1.46057
-250.93,0.991451,0.0131195,7,183,0,256.722,0.58738,1.69399,0.913836,1.90885
-251.641,0.977846,0.0131195,7,143,0,252.933,-2.06914,1.77014,5.58199,1.91932
-251.122,0.994813,0.0131195,8,355,0,251.868,1.73059,1.68775,-1.14823,1.77257
-252.043,0.964986,0.0131195,3,7,0,252.491,1.72831,1.6161,-1.16249,1.63063
-251.302,0.994142,0.0131195,6,71,0,252.882,3.63196,1.03068,-1.95961,1.7838
-251.276,0.990046,0.0131195,9,767,0,252.017,-0.344624,-4.54238,0.348371,1.91379
-251.895,0.72398,0.0131195,7,127,0,254.432,-1.47299,-2.48755,-1.59133,2.07279
-252.128,0.993404,0.0131195,8,255,0,252.801,-4.37683,-0.143965,1.44578,2.07589
-251.176,0.878519,0.0131195,7,197,0,256.169,1.8756,-0.180659,2.10182,1.76298
-251.843,0.978864,0.0131195,7,163,0,253.8,4.48685,-0.6451,4.66222,1.76775
-252.306,0.810711,0.0131195,2,7,0,253.454,4.47537,-0.595251,4.70814,2.04417
-252.456,0.977815,0.0131195,9,1023,0,253.76,0.665415,5.82483,-1.79993,2.076
-251.394,0.991862,0.0131195,8,273,0,252.9,3.39539,-0.310644,2.82113,1.76638
-251.298,0.981725,0.0131195,6,91,0,252.158,2.17691,0.0431697,1.64027,1.73425
-250.922,0.997164,0.0131195,7,223,0,252.118,-1.95367,-1.2288,-0.532848,1.86781
-251.327,0.99886,0.0131195,9,603,0,251.405,1.76254,-1.4469,4.44456,1.89434
-252.893,0.936637,0.0131195,8,255,0,253.918,0.723318,-7.14634,6.97043,1.80136
-253.912,0.894004,0.0131195,6,87,0,254.784,0.834861,-8.56068,9.00561,1.85863
-252.805,0.186914,0.0131195,8,255,0,256.502,0.438941,-8.25451,5.44553,1.82229
-254.162,0.371949,0.0131195,6,95,0,254.677,0.448707,-8.92281,6.09333,2.0896
-253.123,0.573802,0.0131195,6,63,0,253.96,0.53619,-8.31202,6.2355,1.77867
-251.939,0.884778,0.0131195,8,255,0,253.708,0.923012,-4.20023,5.80646,1.92959
-252.89,0.993591,0.0131195,8,255,0,253.19,0.67795,-7.23669,6.83741,1.93129
-251.719,0.943143,0.0131195,7,191,0,255.14,0.229126,-5.78869,3.1465,1.82016
-252.757,0.65771,0.0131195,8,255,0,254.256,-8.57599,-0.63872,-3.71125,1.76641
-252.653,0.998787,0.0131195,9,767,0,253.988,-6.02901,0.853891,7.0828,1.93468
-252.832,0.993233,0.0131195,8,511,0,257.995,-6.3924,-1.40168,-7.17773,1.78237
-252.408,0.999433,0.0131195,8,255,0,253.076,-7.1194,-0.914422,-4.72334,1.7868
-253.076,0.918669,0.0131195,8,255,0,253.481,-9.02244,-0.496251,-2.76767,1.70972
-252.607,0.0812271,0.0131195,6,65,0,261.299,-4.17215,-0.893287,-2.12151,1.60541
-251.577,0.961976,0.0131195,5,47,0,253.629,-4.98781,-0.918452,-2.64136,1.93971
-251.577,0.593147,0.0131195,2,3,0,254.383,-4.98781,-0.918452,-2.64136,1.93971
-251.162,0.711186,0.0131195,8,267,0,254.162,-0.239402,-4.08417,0.893636,1.87139
-252.768,0.935971,0.0131195,8,255,0,253.21,-0.599192,-6.83345,-2.44189,1.65265
-251.962,0.982506,0.0131195,8,255,0,253.267,-5.18365,2.55669e-006,1.69763,1.69762
-251.436,0.97283,0.0131195,2,3,0,252.292,-5.14888,-0.0203832,1.71679,1.82174
-250.992,0.97602,0.0131195,8,299,0,251.984,0.147393,-1.77301,2.08612,1.82479
-251.426,0.99772,0.0131195,8,255,0,251.499,0.0748965,-4.31299,2.09939,1.77636
-251.76,0.917298,0.0131195,6,79,0,252.704,0.0464643,-5.67553,2.22998,1.96627
-251.643,0.891939,0.0131195,8,255,0,252.478,-0.320344,-5.37551,0.254807,1.97682
-251.402,0.839845,0.0131195,3,11,0,252.438,-0.28967,-5.29096,0.369438,1.90207
-251.565,0.953363,0.0131195,8,511,0,252.658,-5.15181,-0.967448,-3.09242,1.89169
-251.885,0.993302,0.0131195,8,255,0,252.152,-6.77093,-0.544111,-1.75201,1.93213
-251.369,0.996274,0.0131195,8,511,0,252.24,-4.3368,0.256271,2.9585,1.84711
-252.475,0.97834,0.0131195,8,255,0,252.682,-7.99668,0.179351,3.20387,1.76966
-252.836,0.872412,0.0131195,9,511,0,254.82,0.484212,-7.92466,5.6201,1.78289
-252.836,0.239607,0.0131195,1,1,0,253.384,0.484212,-7.92466,5.6201,1.78289
-253.601,0.804537,0.0131195,3,9,0,253.626,0.44847,-7.93491,5.63445,2.07587
-256.495,0.248702,0.0131195,2,5,0,257.934,0.422803,-7.91405,5.64607,2.29998
-253.699,0.880413,0.0131195,8,255,0,255.799,0.651414,-7.77162,7.109,2.04645
-251.742,0.997246,0.0131195,7,255,0,253.84,-0.265527,-5.38956,0.564553,1.99563
-253.772,0.927115,0.0131195,8,255,0,254.825,1.69625,-5.22207,10.7673,1.90939
-253.249,0.472478,0.0131195,7,127,0,257.346,1.45716,-5.2655,9.56289,1.8902
-253.595,0.988673,0.0131195,6,63,0,253.657,1.49083,-5.63122,10.2371,1.84192
-254.375,0.95035,0.0131195,8,255,0,255.173,2.74427,-3.86851,12.4564,1.84016
-254.271,0.737835,0.0131195,7,127,0,257.586,5.06365,-1.49234,9.17423,1.61754
-253.738,0.786961,0.0131195,4,31,0,257.26,4.76509,-1.39337,8.71801,2.07847
-254.115,0.970009,0.0131195,8,267,0,254.727,-7.46057,-0.600568,-2.93326,1.54731
-254.472,0.998264,0.0131195,8,255,0,255.966,-5.93339,-1.86721,-9.4491,1.6298
-253.986,0.765702,0.0131195,6,67,0,258.089,-8.4172,-1.31571,-9.23964,1.83495
-255.174,0.685785,0.0131195,9,511,0,256.424,1.78541,-5.6659,12.1672,2.05128
-255.226,0.898026,0.0131195,7,127,0,256.089,1.44538,-5.99691,10.7899,2.1221
-253.995,0.978021,0.0131195,2,3,0,254.849,1.49128,-6.01548,10.7649,1.79417
-250.948,0.995548,0.0131195,8,255,0,254.274,0.521185,1.73894,0.905591,1.8119
-251.084,0.996421,0.0131195,7,207,0,251.617,0.777187,2.01932,0.389298,1.95869
-251.575,0.998761,0.0131195,9,511,0,251.977,-4.20804,0.304947,3.04188,1.75865
-252.525,0.991933,0.0131195,8,271,0,253.116,2.04411,4.22738,-6.90329,1.73794
-252.417,0.980927,0.0131195,8,511,0,253.658,-0.962393,4.37337,5.91429,1.70539
-251.688,0.986988,0.0131195,6,119,0,254.074,-0.47705,3.54619,3.68854,1.99683
-251.735,0.995844,0.0131195,8,259,0,252.484,0.680584,-3.22653,4.19398,1.99805
-253.472,0.86102,0.0131195,8,255,0,254.603,2.18284,-1.72762,5.32424,1.55312
-252.246,0.94887,0.0131195,2,7,0,255.227,2.08879,-1.60642,5.40881,2.05333
-251.454,0.988215,0.0131195,5,39,0,253.069,2.12296,-1.49616,5.04322,1.86692
-250.954,0.979072,0.0131195,8,255,0,252.468,2.48577,0.510235,0.615314,1.88364
-252.09,0.968437,0.0131195,5,63,0,252.536,3.23785,0.218275,1.38487,2.09161
-252.619,0.802641,0.0131195,7,255,0,259.834,1.15677,-1.42103,3.23154,1.58773
-251.699,0.908334,0.0131195,3,15,0,257.413,1.08111,-1.2563,3.39647,2.03828
-251.666,0.999763,0.0131195,5,39,0,251.964,1.18961,-1.22339,3.14677,1.69141
-252.02,0.995154,0.0131195,5,55,0,252.435,1.44308,-1.32866,3.98386,2.06649
-251.279,0.98471,0.0131195,7,239,0,253.334,3.62973,0.365829,0.436952,1.76482
-251.482,0.996416,0.0131195,8,455,0,252.149,5.20644,0.822468,-2.41702,1.86512
-252.76,0.999881,0.0131195,8,255,0,252.95,5.64803,1.7319,-7.91111,1.87074
-251.89,0.992853,0.0131195,9,511,0,253.437,-0.287353,-7.32107,-0.22301,1.88072
-251.305,0.93099,0.0131195,8,511,0,252.494,0.903253,-2.52404,4.12063,1.84079
-252.568,0.935058,0.0131195,4,23,0,252.944,0.994572,-2.50457,4.10296,1.61199
-252.445,0.9933,0.0131195,7,155,0,253.712,-2.85668,-0.024746,1.52689,1.59758
-251.209,0.986233,0.0131195,3,7,0,253.156,-2.84852,-0.169129,1.48092,1.96269
-252.873,0.978932,0.0131195,8,255,0,253.063,-8.17158,-0.530707,-2.29655,2.04017
-252.291,0.869907,0.0131195,3,15,0,252.898,-8.21764,-0.50992,-2.35291,1.83742
-252.706,0.837162,0.0131195,5,57,0,253.043,-8.74003,-0.533348,-2.69255,1.96893
-251.421,0.951255,0.0131195,8,255,0,253.569,-3.54588,-1.58844,-3.72804,1.90439
-251.628,0.991547,0.0131195,9,511,0,252.148,0.450641,-4.38868,3.75656,1.77884
-251.33,0.999071,0.0131195,8,255,0,251.834,-0.290884,-4.5255,0.475824,1.79222
-251.265,0.990542,0.0131195,8,511,0,252.687,0.726221,-2.22925,3.5516,1.93268
-252.13,0.924987,0.0131195,6,79,0,255.324,1.19587,-3.26214,5.61596,1.71488
-251.727,0.937415,0.0131195,3,15,0,253.19,1.16426,-3.1808,5.50405,1.80077
-251.745,0.917477,0.0131195,3,7,0,252.82,1.16298,-3.12187,5.56378,1.93309
-252.638,0.921982,0.0131195,6,87,0,253.879,0.903011,-4.80923,6.37131,2.02853
-251.871,0.791081,0.0131195,8,431,0,255.824,5.60427,-0.0967151,2.53011,1.98809
-251.632,0.996086,0.0131195,9,511,0,252.442,0.364404,6.38123,-0.466685,1.85866
-251.973,0.65395,0.0131195,8,511,0,253.966,-0.720382,3.02745,4.22056,2.03964
-251.319,0.992307,0.0131195,6,103,0,253.179,-0.544706,2.30791,3.21898,1.96184
-251.192,0.953028,0.0131195,5,47,0,252.964,-0.69219,2.0175,3.19515,1.79865
-251.024,0.973601,0.0131195,7,127,0,252.884,0.234978,0.779337,1.59485,1.77798
-250.908,0.999513,0.0131195,6,103,0,251.258,0.237855,0.817906,1.63077,1.82531
-251.022,0.994791,0.0131195,7,235,0,252.096,-0.581548,1.56133,2.78297,1.87498
-252.335,0.968388,0.0131195,7,187,0,254.35,1.87882,2.39778,-2.88268,1.62231
-251.103,0.99756,0.0131195,7,227,0,252.921,1.18284,0.346806,1.34798,1.75819
-250.903,0.999198,0.0131195,7,191,0,251.441,0.0709955,-0.0901888,1.90268,1.89628
-255.364,0.965988,0.0131195,7,243,0,257.575,2.61867,-3.35373,10.326,1.54366
-253.181,0.875333,0.0131195,8,255,0,258.022,0.137411,-6.46624,3.01321,2.12467
-254.619,0.914749,0.0131195,8,255,0,255.797,1.27021,-7.47151,11.2789,1.78851
-254.409,0.570611,0.0131195,5,53,0,257.639,1.35304,-6.9995,11.3521,1.88148
-251.712,0.583009,0.0131195,7,165,0,258.906,0.739749,-4.09391,4.95046,1.92199
-251.133,0.999249,0.0131195,7,255,0,251.917,0.419827,-2.63344,2.98297,1.87738
-250.933,0.978558,0.0131195,7,223,0,251.701,-1.26022,-0.644429,1.1064,1.91853
-250.95,0.991803,0.0131195,2,7,0,251.335,-1.23223,-0.608224,1.05184,1.80131
-251.375,0.933565,0.0131195,4,15,0,255.4,-1.06719,-0.931109,1.02955,2.02323
-251.558,0.996631,0.0131195,7,143,0,252.113,-0.709104,0.751042,2.21985,1.68728
-251.166,0.990144,0.0131195,7,175,0,253.566,-1.24655,-1.85464,-0.334624,1.97728
-251.205,0.997759,0.0131195,6,79,0,251.488,-1.00697,-2.48115,-0.743678,1.75478
-251.395,0.902016,0.0131195,3,7,0,253.747,-1.06687,-2.59495,-0.759619,2.00885
-251.056,0.996672,0.0131195,5,47,0,251.66,-1.10255,-2.37421,-0.822201,1.79548
-251.441,0.966158,0.0131195,7,151,0,252.118,-1.80056,-0.316886,1.45557,2.02614
-251.352,0.997929,0.0131195,6,95,0,251.861,-2.29071,-0.513508,0.832793,2.00909
-250.94,0.976049,0.0131195,2,7,0,252.11,-2.28326,-0.478462,0.793536,1.88599
-251.588,0.973019,0.0131195,7,175,0,252.331,1.97297,-0.159434,2.00313,1.68857
-251.405,0.998489,0.0131195,4,23,0,251.965,2.04487,-0.0337271,2.07926,2.01029
-253.01,0.890353,0.0131195,3,7,0,256.715,2.26663,-0.248286,2.11056,1.54779
-250.954,0.996875,0.0131195,6,111,0,254.184,0.795548,-0.260567,2.02289,1.8156
-251.204,0.997526,0.0131195,7,191,0,251.601,-2.34041,0.118568,2.04187,1.76437
-251.055,0.977294,0.0131195,7,143,0,252.217,0.670014,0.981575,1.30258,1.96025
-251.092,0.999883,0.0131195,7,151,0,251.373,1.30897,-0.857979,3.03684,1.91377
-251.204,0.992233,0.0131195,7,199,0,252.185,0.376976,1.89508,1.27008,1.98448
-250.945,0.99689,0.0131195,6,71,0,251.472,0.38795,1.9639,1.06249,1.82438
-251.012,0.98617,0.0131195,7,247,0,252.434,-2.27666,0.113448,2.10108,1.8428
-251.089,0.990429,0.0131195,8,511,0,253.059,0.164595,-2.87181,2.32007,1.84739
-252.05,0.995018,0.0131195,8,383,0,253.197,3.86948,-1.19174,6.40872,1.79729
-251.646,0.976926,0.0131195,6,87,0,252.685,3.4938,-0.981866,5.31517,1.88473
-250.941,0.957398,0.0131195,7,255,0,253.39,1.23891,1.30469,0.190747,1.80714
-251.212,0.988445,0.0131195,8,511,0,252.242,-4.19497,-0.160711,1.22212,1.8963
-251.903,0.980883,0.0131195,8,255,0,252.247,-5.07871,0.668614,5.28236,1.88666
-251.443,0.924679,0.0131195,9,511,0,253.595,0.247741,5.17176,0.515579,1.79683
-251.159,0.984389,0.0131195,8,511,0,251.703,-0.0250287,3.14336,2.00293,1.92425
-251.023,0.978683,0.0131195,8,511,0,252.472,-1.36783,-2.11695,-0.973153,1.92248
-252.15,0.997726,0.0131195,7,203,0,253.181,-3.55929,-2.39399,-6.71537,1.80553
-251.217,0.999202,0.0131195,7,255,0,252.556,-1.77856,-2.59443,-2.693,1.92135
-251.822,0.967968,0.0131195,3,15,0,251.933,-1.84023,-2.64163,-2.8169,2.04432
-253.284,0.874973,0.0131195,2,3,0,253.772,-1.87733,-2.67115,-2.82597,2.18867
-254.9,0.803032,0.0131195,1,1,0,254.924,-1.90452,-2.67914,-2.80682,2.29567
-251.269,0.960148,0.0131195,5,55,0,258.281,-2.70316,-1.91582,-3.34243,1.83635
-251.976,0.851632,0.0131195,7,199,0,256.434,-0.619122,-5.87,-1.91045,1.7238
-251.948,0.826894,0.0131195,8,255,0,255.134,-1.93927,-3.96597,-5.87969,1.81138
-251.303,0.992942,0.0131195,9,511,0,252.369,-0.191255,-4.59533,1.03482,1.9137
-251.166,0.959086,0.0131195,8,255,0,252.001,3.45425,0.524756,0.126778,1.93942
-252.705,0.966498,0.0131195,7,139,0,252.938,7.06669,0.0871414,1.45543,2.07123
-252.304,0.95871,0.0131195,7,127,0,252.897,8.61108,0.131212,0.733699,1.86358
-251.344,0.889529,0.0131195,8,255,0,253.007,1.48668,3.38038,-3.21322,1.81231
-252.527,0.947178,0.0131195,8,511,0,253.219,0.658263,6.99939,-2.57012,2.03731
-252.879,0.583034,0.0131195,8,255,0,254.583,0.309371,4.735,0.683359,2.14823
-251.368,0.982798,0.0131195,5,55,0,253.108,0.195731,5.17151,0.831993,1.84422
-252.181,0.722632,0.0131195,4,31,0,253.649,0.19175,5.40119,1.02456,2.06023
-252.031,0.883844,0.0131195,9,511,0,254.925,-5.23857,-0.484556,-0.854548,1.68383
-251.231,0.998464,0.0131195,9,535,0,252.343,0.513498,1.56824,1.18933,1.99462
-251.091,0.99857,0.0131195,6,79,0,251.526,0.43736,2.12048,0.844054,1.77146
-251.154,0.999182,0.0131195,8,335,0,251.737,-0.0727305,2.03113,2.10531,1.95758
-253.312,0.947909,0.0131195,8,511,0,254.139,-8.23237,-0.162302,0.766647,2.10278
-252.489,0.985272,0.0131195,8,255,0,256.231,2.49639,3.69164,-7.44437,1.7714
-251.945,0.999082,0.0131195,7,127,0,252.566,2.73336,2.75865,-5.76752,1.77287
-251.096,0.993676,0.0131195,7,155,0,252.984,1.96525,1.37773,-0.930586,1.77699
-250.953,1,0.0131195,2,7,0,251.093,1.98944,1.39622,-0.891277,1.88642
-250.876,0.998408,0.0131195,8,255,0,251.352,1.28864,0.895889,0.691394,1.84587
-251.078,0.996613,0.0131195,7,223,0,251.226,-0.447829,1.09248,2.432,1.94276
-250.97,0.998738,0.0131195,8,463,0,251.315,-1.57791,-1.75011,-0.855376,1.90613
-251.842,0.985306,0.0131195,8,255,0,253.333,-3.65941,0.658928,4.41118,1.9999
-252.506,0.949997,0.0131195,8,255,0,253.424,-7.93594,0.19336,3.29448,1.75999
-251.207,0.983889,0.0131195,8,407,0,252.613,-0.546053,-3.5671,-0.165695,1.78213
-250.946,0.974208,0.0131195,8,343,0,252.244,-1.39936,-1.95821,-0.859323,1.88093
-251.542,0.949689,0.0131195,3,7,0,251.976,-1.34355,-1.88342,-0.84068,1.68978
-251.667,0.974225,0.0131195,6,87,0,253.527,-1.62151,-1.35258,-0.132732,2.06049
-251.442,0.998529,0.0131195,6,95,0,252.269,-1.07259,-0.563115,1.09043,1.69442
-251.415,0.996361,0.0131195,7,135,0,252.379,-0.12148,-0.979448,1.90581,2.02479
-251.651,0.998673,0.0131195,7,127,0,252.032,-1.05415,-1.43109,0.552421,2.06101
-251.839,0.996746,0.0131195,8,255,0,252.363,1.44708,-0.420149,2.67758,2.06959
-251.566,0.975459,0.0131195,3,7,0,253.507,1.40581,-0.49557,2.72898,2.0323
-252.455,0.979396,0.0131195,5,39,0,253.141,0.716872,-0.953777,2.81826,2.13452
-252.369,0.999003,0.0131195,7,191,0,252.868,1.04232,-0.924341,2.56455,1.60109
-251.099,0.985447,0.0131195,5,39,0,254.264,1.05497,-0.998418,2.97676,1.92345
-251.383,0.997224,0.0131195,8,287,0,251.769,0.80085,4.80056,-1.94567,1.89885
-252.605,0.818991,0.0131195,9,511,0,254.464,-2.56438,2.57078,8.52016,1.9277
-252.097,0.993975,0.0131195,9,511,0,253.222,-3.67219,1.28124,6.48472,1.77978
-251.862,0.98736,0.0131195,9,511,0,252.958,2.4747,3.17145,-6.00344,1.84497
-251.877,0.997893,0.0131195,8,255,0,252.2,1.69705,4.38994,-5.57503,1.87491
-252.57,0.970092,0.0131195,9,511,0,254.107,7.47813,-0.504711,5.64138,1.86709
-253.744,0.910723,0.0131195,6,127,0,254.247,9.50965,-0.573558,7.36111,1.90677
-254.938,0.159443,0.0131195,7,127,0,258.37,7.48744,-0.338706,4.03464,1.49861
-254.683,0.419218,0.0131195,2,3,0,258.123,7.50884,-0.251264,4.0983,2.2116
-252.515,0.998458,0.0131195,8,259,0,254.202,-7.30208,-0.65045,-3.03439,1.71524
-250.954,0.984549,0.0131195,8,321,0,253.633,-0.143499,-1.28272,1.62682,1.81089
-251.72,0.975889,0.0131195,6,123,0,253.624,-1.66142,-0.175853,1.37039,1.66255
-251.031,0.987269,0.0131195,3,7,0,252.712,-1.62955,-0.162355,1.52205,1.78662
-252.02,0.970868,0.0131195,2,7,0,252.304,-1.62749,-0.124344,1.42592,1.62829
-252.396,0.99571,0.0131195,7,127,0,253.464,-0.0504333,-2.9687,1.97294,2.12267
-251.649,0.932157,0.0131195,7,143,0,255.216,0.039444,-3.71474,1.85387,1.70735
-251.094,0.959735,0.0131195,7,131,0,252.487,-1.40199,0.0345092,1.81857,1.77018
-251.395,0.96688,0.0131195,4,23,0,253.458,-1.08139,0.067926,2.092,2.01855
-252.769,0.974766,0.0131195,6,79,0,254.488,-0.00188097,0.798223,1.55801,1.55651
-252.302,0.978584,0.0131195,4,23,0,255.776,0.180867,0.968246,1.95364,2.12877
-250.908,0.996862,0.0131195,4,15,0,252.906,0.230119,0.981815,1.6718,1.89773
-251.111,0.996888,0.0131195,7,199,0,251.552,0.799764,2.10204,0.282992,1.96413
-251.795,0.976761,0.0131195,8,367,0,252.825,0.231253,-5.95967,3.18335,1.80516
-252.205,0.998835,0.0131195,9,511,0,252.332,3.04417,2.91537,-7.05722,1.81767
-252.403,0.934812,0.0131195,9,511,0,252.95,0.125942,-5.96103,2.80567,2.05493
-252.909,0.945115,0.0131195,8,273,0,254.973,-1.19786,5.01676,7.99419,1.98482
-251.841,0.835159,0.0131195,8,339,0,255.485,-3.51695,-1.54132,-3.39722,2.02354
-252.083,0.984282,0.0131195,4,31,0,252.412,-3.7107,-1.47058,-3.40216,2.05473
-251.489,0.914078,0.0131195,4,31,0,254.02,-3.34728,-1.46596,-3.14596,1.76102
-251.641,0.982817,0.0131195,8,255,0,252.411,3.55935,1.27268,-2.80457,1.72533
-251.746,0.904517,0.0131195,8,255,0,253.606,1.05638,3.79293,-1.97674,2.03003
-251.201,0.970948,0.0131195,1,3,0,251.998,1.01785,3.78142,-1.99941,1.84952
-251.268,0.989949,0.0131195,6,87,0,251.431,1.05724,3.61134,-1.88139,1.93667
-251.081,0.950853,0.0131195,7,159,0,252.09,0.591709,0.454632,1.69607,1.96508
-252.039,0.987157,0.0131195,5,47,0,252.577,0.0992789,0.367619,1.58555,1.62205
-251.227,0.996602,0.0131195,6,95,0,253.497,-2.02896,0.350352,2.67276,1.96191
-251.029,0.967391,0.0131195,3,7,0,252.622,-1.96482,0.36755,2.56691,1.84475
-252.049,0.99983,0.0131195,8,319,0,256.207,-3.25494,1.57562,6.99126,1.8627
-251.636,0.998912,0.0131195,8,255,0,252.425,-5.08272,0.394901,3.84932,1.84215
-251.528,0.974066,0.0131195,9,511,0,252.563,-0.119153,-5.78272,1.20731,1.89634
-251.595,0.628004,0.0131195,4,19,0,253.275,-0.0626537,-5.64973,1.43814,1.79212
-251.369,0.666066,0.0131195,6,75,0,253.464,-0.2626,-5.18318,0.475488,1.83659
-252.013,0.858132,0.0131195,8,511,0,253.959,7.24936,-0.0257326,2.10745,1.9209
-251.49,0.967803,0.0131195,7,191,0,252.602,5.20164,0.223984,0.61885,1.78393
-252.291,0.897124,0.0131195,7,139,0,253.51,6.68303,0.0548561,1.3318,1.69841
-252.433,0.777139,0.0131195,2,3,0,253.622,6.72727,0.0553907,1.30703,1.67966
-253.31,0.91307,0.0131195,7,133,0,254.228,7.71189,0.0611963,1.13919,1.61113
-252.041,0.975606,0.0131195,8,255,0,254.57,0.405307,-3.7705,3.57813,2.04993
-250.978,0.916202,0.0131195,7,179,0,256.015,-0.809963,-1.5481,0.539465,1.79337
-252.684,0.978082,0.0131195,8,315,0,254.478,4.21757,-1.58579,8.52562,1.83745
-251.097,0.924319,0.0131195,8,255,0,253.822,2.49727,1.3701,-1.49375,1.92778
-251.022,0.999761,0.0131195,7,143,0,251.326,2.51006,1.36182,-1.55777,1.86048
-251.717,0.971104,0.0131195,8,503,0,252.104,2.97467,-0.287264,2.54602,1.6915
-251.412,0.997352,0.0131195,8,255,0,252.487,1.2228,-2.33905,4.69107,1.83087
-252.062,0.916999,0.0131195,6,109,0,257.532,0.88584,-4.66138,6.05251,1.92328
-255.125,0.43304,0.0131195,1,3,0,256.282,0.979575,-4.67037,6.04399,1.46901
-252.171,0.96077,0.0131195,2,3,0,254.975,0.895183,-4.65931,6.12515,1.95422
-251.158,0.948378,0.0131195,8,371,0,253.215,0.620296,3.64858,-0.338827,1.92437
-252.745,0.875354,0.0131195,7,255,0,255.455,-2.87989,1.69822,6.54859,1.65789
-251.821,0.94919,0.0131195,9,511,0,253.626,-0.501731,-6.68952,-1.43257,1.92377
-252.148,0.189134,0.0131195,7,211,0,255.979,-0.525801,-7.73198,-2.24338,1.8221
-252.231,0.861963,0.0131195,5,41,0,252.462,-0.535298,-7.48355,-2.24002,1.7659
-252.003,0.999046,0.0131195,9,511,0,252.648,-1.30864,-5.20948,-5.02719,1.79018
-251.915,0.775503,0.0131195,6,127,0,255.139,-1.30485,-3.24355,-2.17197,2.06037
